,datetime,temp,wetb,dewpt,vappr,pm2.5,pm10,pm2.5_predictions
2019,2021-12-24 03:00:00,4.8,4.6,4.3,8.3,9.31,10.7,5.9090466
2020,2021-12-24 04:00:00,4.2,4.1,3.8,8.0,9.09,10.51,5.6837664
2021,2021-12-24 05:00:00,4.4,4.3,4.1,8.2,10.83,12.38,5.455864
2022,2021-12-24 06:00:00,4.6,4.5,4.3,8.3,2.68,3.61,5.625198
2023,2021-12-24 07:00:00,5.5,5.3,5.1,8.8,3.17,4.6,5.857086
2024,2021-12-24 08:00:00,8.0,7.8,7.6,10.4,2.54,4.12,6.8411393
2025,2021-12-24 09:00:00,9.3,9.0,8.6,11.2,3.25,5.01,6.7523575
2026,2021-12-24 10:00:00,9.7,9.4,9.0,11.5,3.36,5.06,10.448892
2027,2021-12-24 11:00:00,10.1,9.5,8.8,11.3,3.76,5.46,11.128143
2028,2021-12-24 12:00:00,10.3,9.4,8.5,11.1,4.15,5.77,26.147156
2029,2021-12-24 13:00:00,10.2,9.4,8.6,11.2,5.78,7.19,20.199589
2030,2021-12-24 14:00:00,10.2,9.4,8.5,11.1,4.96,6.02,25.26824
2031,2021-12-24 15:00:00,9.9,9.4,8.9,11.4,7.03,8.46,36.49654
2032,2021-12-24 16:00:00,9.7,9.3,8.9,11.4,7.56,8.73,42.389492
2033,2021-12-24 17:00:00,9.6,9.3,9.0,11.4,21.77,24.92,45.05338
2034,2021-12-24 18:00:00,9.9,9.6,9.3,11.7,17.67,19.68,44.392464
2035,2021-12-24 19:00:00,9.9,9.6,9.4,11.8,23.71,26.81,37.24156
2036,2021-12-24 20:00:00,9.6,9.4,9.1,11.5,34.15,40.42,16.209389
2037,2021-12-24 21:00:00,7.3,7.1,6.8,9.9,29.56,34.87,5.5843606
2038,2021-12-24 22:00:00,6.2,6.0,5.8,9.2,43.21,53.46,8.207213
2039,2021-12-24 23:00:00,6.4,6.2,6.0,9.3,43.63,53.96,9.061327
2040,2021-12-25 00:00:00,5.5,5.4,5.2,8.9,25.38,29.35,6.8975763
2041,2021-12-25 01:00:00,7.2,7.1,7.0,10.0,10.05,11.84,7.54847
2042,2021-12-25 02:00:00,9.2,9.0,8.8,11.3,2.56,3.66,7.6426225
2043,2021-12-25 03:00:00,9.2,8.8,8.4,11.1,,6.575390235210263,8.567225
2044,2021-12-25 04:00:00,9.1,8.6,8.0,10.7,,6.575390235210263,8.666864
2045,2021-12-25 05:00:00,9.1,8.3,7.3,10.2,,6.575390235210263,8.551014
2046,2021-12-25 06:00:00,9.2,8.3,7.3,10.2,,6.575390235210263,8.256059
2047,2021-12-25 07:00:00,9.0,8.2,7.2,10.2,,6.575390235210263,8.260279
2048,2021-12-25 08:00:00,8.5,7.9,7.2,10.2,,6.575390235210263,8.2861395
2049,2021-12-25 09:00:00,8.4,7.9,7.3,10.2,,6.575390235210263,8.533259
2050,2021-12-25 10:00:00,8.4,7.9,7.3,10.3,,6.575390235210263,8.425148
2051,2021-12-25 11:00:00,8.4,7.8,7.1,10.1,,6.575390235210263,8.323135
2052,2021-12-25 12:00:00,8.4,7.9,7.3,10.2,,6.575390235210263,8.422814
2053,2021-12-25 13:00:00,8.3,7.8,7.2,10.2,,6.575390235210263,8.102613
2054,2021-12-25 14:00:00,8.1,7.8,7.3,10.3,,6.575390235210263,8.281201
2055,2021-12-25 15:00:00,8.1,7.7,7.2,10.1,,6.575390235210263,7.836575
2056,2021-12-25 16:00:00,8.2,7.7,7.2,10.2,,6.575390235210263,13.579117
2057,2021-12-25 17:00:00,8.1,7.7,7.3,10.2,,6.575390235210263,16.41754
2058,2021-12-25 18:00:00,8.4,7.9,7.3,10.2,,6.575390235210263,24.42375
2059,2021-12-25 19:00:00,8.3,7.9,7.5,10.3,,6.575390235210263,21.830944
2060,2021-12-25 20:00:00,8.7,8.4,8.0,10.7,,6.575390235210263,13.675033
2061,2021-12-25 21:00:00,8.8,8.4,8.1,10.8,10.63,11.8,16.749212
2062,2021-12-25 22:00:00,9.1,8.9,8.5,11.1,12.71,14.43,11.62859
2063,2021-12-25 23:00:00,8.7,8.4,8.1,10.8,18.06,20.21,5.861423
2064,2021-12-26 00:00:00,8.0,7.8,7.6,10.4,15.24,17.26,5.090447
2065,2021-12-26 01:00:00,8.6,8.5,8.3,10.9,8.16,9.26,5.329808
2066,2021-12-26 02:00:00,7.8,7.6,7.4,10.3,8.82,10.16,5.3447924
2067,2021-12-26 03:00:00,7.5,7.4,7.2,10.2,5.92,6.84,3.7520409
2068,2021-12-26 04:00:00,8.0,7.8,7.6,10.4,2.58,3.27,4.112495
2069,2021-12-26 05:00:00,7.3,7.1,7.0,10.0,2.62,3.24,4.6543255
2070,2021-12-26 06:00:00,6.8,6.6,6.4,9.6,2.73,3.44,7.465019
2071,2021-12-26 07:00:00,6.2,6.0,5.8,9.2,2.62,3.42,3.2538137
2072,2021-12-26 08:00:00,6.6,6.5,6.4,9.6,0.5,0.89,3.0036187
2073,2021-12-26 09:00:00,6.8,6.7,6.6,9.7,1.65,2.14,5.7534666
2074,2021-12-26 10:00:00,7.9,7.8,7.6,10.5,2.28,2.85,7.438287
2075,2021-12-26 11:00:00,7.6,7.5,7.4,10.3,5.3,6.62,18.575417
2076,2021-12-26 12:00:00,9.0,8.7,8.3,11.0,0.63,1.08,20.045418
2077,2021-12-26 13:00:00,9.3,8.2,7.1,10.1,0.67,1.16,26.977776
2078,2021-12-26 14:00:00,9.3,8.2,7.0,10.0,4.78,5.67,24.240288
2079,2021-12-26 15:00:00,8.6,7.8,6.8,9.9,5.78,6.67,19.889143
2080,2021-12-26 16:00:00,8.6,7.6,6.5,9.7,23.29,25.79,30.854021
2081,2021-12-26 17:00:00,7.2,6.7,6.0,9.3,18.47,20.58,42.600048
2082,2021-12-26 18:00:00,6.7,6.3,5.7,9.2,22.77,26.59,43.611763
2083,2021-12-26 19:00:00,7.2,6.9,6.5,9.6,20.79,24.11,10.967434
2084,2021-12-26 20:00:00,7.2,6.8,6.4,9.6,14.54,16.06,14.138238
2085,2021-12-26 21:00:00,6.6,6.4,6.0,9.4,28.79,33.7,13.0531845
2086,2021-12-26 22:00:00,5.5,5.2,4.9,8.7,40.1,49.01,9.501254
2087,2021-12-26 23:00:00,3.7,3.5,3.2,7.7,31.63,38.19,8.886913
2088,2021-12-27 00:00:00,4.2,4.0,3.9,8.1,6.51,7.25,9.083027
2089,2021-12-27 01:00:00,4.8,4.6,4.4,8.4,6.2,7.05,7.3627033
2090,2021-12-27 02:00:00,3.5,3.3,3.1,7.6,6.48,7.19,5.82086
2091,2021-12-27 03:00:00,2.2,2.1,1.9,7.0,4.64,5.25,6.1741943
2092,2021-12-27 04:00:00,2.5,2.4,2.3,7.2,5.71,6.45,6.716605
2093,2021-12-27 05:00:00,3.2,3.0,2.8,7.5,6.24,7.12,5.041296
2094,2021-12-27 06:00:00,3.9,3.9,3.8,8.0,4.56,5.3,3.610735
2095,2021-12-27 07:00:00,4.3,4.3,4.2,8.2,3.11,3.72,3.4138546
2096,2021-12-27 08:00:00,5.9,5.8,5.6,9.1,3.65,4.29,4.739112
2097,2021-12-27 09:00:00,5.4,5.3,5.3,8.9,4.17,4.86,5.7285147
2098,2021-12-27 10:00:00,8.1,7.9,7.8,10.6,2.53,3.23,5.713024
2099,2021-12-27 11:00:00,8.9,8.5,8.1,10.8,1.28,1.89,13.521681
2100,2021-12-27 12:00:00,9.2,8.4,7.5,10.4,1.21,1.73,23.23686
2101,2021-12-27 13:00:00,9.6,8.5,7.4,10.3,2.89,3.52,29.838356
2102,2021-12-27 14:00:00,9.6,8.4,7.2,10.1,4.72,5.47,28.057098
2103,2021-12-27 15:00:00,9.6,8.4,7.1,10.1,5.02,5.87,27.58329
2104,2021-12-27 16:00:00,9.4,8.6,7.7,10.5,16.72,18.76,34.928753
2105,2021-12-27 17:00:00,9.0,8.4,7.6,10.5,21.93,25.06,41.778336
2106,2021-12-27 18:00:00,8.9,8.2,7.4,10.3,22.96,26.12,32.58475
2107,2021-12-27 19:00:00,8.9,8.1,7.3,10.2,23.34,26.2,28.55938
2108,2021-12-27 20:00:00,8.8,7.9,6.9,10.0,22.09,24.67,29.895094
2109,2021-12-27 21:00:00,8.4,7.7,7.0,10.0,28.7,32.5,29.020424
2110,2021-12-27 22:00:00,8.5,8.0,7.4,10.3,35.04,42.01,25.928104
2111,2021-12-27 23:00:00,8.5,8.0,7.5,10.4,24.3,26.88,22.843367
2112,2021-12-28 00:00:00,8.2,7.8,7.4,10.3,22.18,25.1,13.101229
2113,2021-12-28 01:00:00,8.0,7.7,7.3,10.2,20.97,23.72,4.113446
2114,2021-12-28 02:00:00,8.0,7.7,7.5,10.3,22.78,25.94,7.5446267
2115,2021-12-28 03:00:00,8.0,7.8,7.5,10.3,18.47,21.24,12.293909
2116,2021-12-28 04:00:00,8.0,7.8,7.5,10.4,16.45,18.84,13.406286
2117,2021-12-28 05:00:00,8.0,7.8,7.6,10.4,6.74,7.78,20.423292
2118,2021-12-28 06:00:00,8.2,8.0,7.7,10.5,1.1,1.37,21.75929
2119,2021-12-28 07:00:00,7.9,7.7,7.4,10.3,4.71,5.28,12.055645
2120,2021-12-28 08:00:00,7.2,7.0,6.7,9.8,8.17,9.14,13.278713
2121,2021-12-28 09:00:00,6.9,6.6,6.2,9.5,9.69,11.19,17.877716
2122,2021-12-28 10:00:00,7.1,6.7,6.2,9.5,13.57,16.07,18.745804
2123,2021-12-28 11:00:00,7.3,6.7,6.1,9.4,17.99,20.69,25.154823
2124,2021-12-28 12:00:00,7.9,7.3,6.5,9.7,8.17,9.35,27.792156
2125,2021-12-28 13:00:00,7.8,7.0,6.1,9.4,9.19,10.38,44.12315
2126,2021-12-28 14:00:00,7.9,7.1,6.3,9.5,13.01,14.69,44.381737
2127,2021-12-28 15:00:00,7.6,6.7,5.6,9.1,13.87,15.46,10.665291
2128,2021-12-28 16:00:00,6.6,6.1,5.3,8.9,19.91,22.77,12.918261
2129,2021-12-28 17:00:00,6.4,5.7,4.8,8.6,26.92,30.72,11.638586
2130,2021-12-28 18:00:00,5.5,4.8,4.0,8.1,37.7,46.07,11.525839
2131,2021-12-28 19:00:00,4.3,4.0,3.5,7.8,35.93,43.28,8.541478
2132,2021-12-28 20:00:00,4.0,3.8,3.4,7.8,,6.575390235210263,27.120617
2133,2021-12-28 21:00:00,4.1,4.0,3.7,8.0,,6.575390235210263,9.565201
2134,2021-12-28 22:00:00,3.8,3.6,3.3,7.8,,6.575390235210263,4.5019293
2135,2021-12-28 23:00:00,4.6,4.4,4.2,8.3,,6.575390235210263,2.7550628
2136,2021-12-29 00:00:00,5.3,5.1,4.9,8.6,,6.575390235210263,3.33609
2137,2021-12-29 01:00:00,5.6,5.4,5.0,8.7,40.47,49.78,6.3134007
2138,2021-12-29 02:00:00,6.1,5.8,5.4,9.0,6.09,6.98,5.5682087
2139,2021-12-29 03:00:00,7.4,7.1,6.8,9.9,1.34,1.85,2.5933378
2140,2021-12-29 04:00:00,7.9,7.6,7.3,10.2,0.12,0.17,3.4499545
2141,2021-12-29 05:00:00,8.8,8.4,8.0,10.7,1.35,1.35,4.661546
2142,2021-12-29 06:00:00,9.3,8.8,8.4,11.0,,6.575390235210263,5.5555205
2143,2021-12-29 07:00:00,10.3,9.8,9.2,11.6,,6.575390235210263,7.8524857
2144,2021-12-29 08:00:00,13.4,12.4,11.5,13.6,0.06,0.25,6.351412
2145,2021-12-29 09:00:00,13.7,12.0,10.5,12.7,0.99,2.07,5.612374
2146,2021-12-29 10:00:00,12.8,10.4,7.9,10.6,2.12,3.72,5.958061
2147,2021-12-29 11:00:00,11.7,9.8,7.7,10.5,2.91,4.83,10.480885
2148,2021-12-29 12:00:00,11.9,9.9,7.9,10.6,4.28,6.7,12.082348
2149,2021-12-29 13:00:00,12.3,10.2,7.9,10.7,3.44,5.35,13.002733
2150,2021-12-29 14:00:00,12.5,10.2,7.9,10.7,2.88,4.63,11.090212
2151,2021-12-29 15:00:00,12.0,9.7,7.3,10.2,3.86,5.64,11.175165
2152,2021-12-29 16:00:00,11.2,9.2,7.1,10.1,8.1,9.92,9.975464
2153,2021-12-29 17:00:00,11.2,9.4,7.6,10.5,9.47,11.31,5.357975
2154,2021-12-29 18:00:00,10.4,9.0,7.5,10.4,8.8,10.74,4.1120806
2155,2021-12-29 19:00:00,11.0,9.6,8.1,10.8,7.45,9.43,2.9788473
2156,2021-12-29 20:00:00,11.1,9.7,8.2,10.9,7.18,8.84,2.916185
2157,2021-12-29 21:00:00,12.5,11.1,9.6,12.0,9.51,11.48,6.9488754
2158,2021-12-29 22:00:00,12.9,11.7,10.6,12.8,3.25,4.16,7.601247
2159,2021-12-29 23:00:00,13.3,12.0,10.9,13.0,1.54,2.17,8.02776
2160,2021-12-30 00:00:00,13.3,12.2,11.3,13.4,0.45,0.81,8.536002
2161,2021-12-30 01:00:00,13.2,12.1,11.2,13.3,0.09,0.27,7.7854824
2162,2021-12-30 02:00:00,13.0,12.0,11.1,13.2,,6.575390235210263,3.309739
2163,2021-12-30 03:00:00,12.9,11.9,11.0,13.1,,6.575390235210263,2.8784375
2164,2021-12-30 04:00:00,13.1,12.1,11.3,13.4,,6.575390235210263,2.8810477
2165,2021-12-30 05:00:00,13.3,12.4,11.5,13.6,,6.575390235210263,2.9454403
2166,2021-12-30 06:00:00,13.1,12.5,11.9,14.0,,6.575390235210263,2.9540997
2167,2021-12-30 07:00:00,13.2,12.2,11.2,13.3,0.05,0.16,3.0028038
2168,2021-12-30 08:00:00,12.8,11.9,11.1,13.2,0.05,0.12,2.8473263
2169,2021-12-30 09:00:00,13.3,12.3,11.4,13.5,0.13,0.28,5.670686
2170,2021-12-30 10:00:00,13.2,12.6,12.1,14.1,0.1,0.26,14.697166
2171,2021-12-30 11:00:00,13.6,12.6,11.8,13.8,0.11,0.28,31.063122
2172,2021-12-30 12:00:00,13.8,12.6,11.5,13.6,0.42,0.65,44.94831
2173,2021-12-30 13:00:00,13.4,12.3,11.4,13.5,0.1,0.29,44.572716
2174,2021-12-30 14:00:00,12.8,12.0,11.4,13.5,3.48,3.94,13.317827
2175,2021-12-30 15:00:00,12.2,11.8,11.4,13.5,21.37,23.9,3.045503
2176,2021-12-30 16:00:00,12.0,11.7,11.4,13.5,28.62,33.59,3.5594053
2177,2021-12-30 17:00:00,11.9,11.6,11.4,13.5,38.9,47.24,2.0693574
2178,2021-12-30 18:00:00,12.0,11.8,11.6,13.7,41.69,50.97,3.3939848
2179,2021-12-30 19:00:00,12.0,11.8,11.7,13.7,10.79,12.76,3.8616405
2180,2021-12-30 20:00:00,12.5,12.2,12.0,14.0,2.36,2.82,5.618536
2181,2021-12-30 21:00:00,12.8,12.4,12.0,14.0,1.68,2.15,4.423732
2182,2021-12-30 22:00:00,13.0,12.4,11.9,13.9,0.85,1.39,3.948164
2183,2021-12-30 23:00:00,13.3,12.6,11.9,14.0,0.44,0.94,4.4649153
2184,2021-12-31 00:00:00,13.4,12.4,11.5,13.6,1.21,2.1,5.907571
2185,2021-12-31 01:00:00,13.4,12.2,11.1,13.2,2.86,4.49,5.3286605
2186,2021-12-31 02:00:00,13.5,12.0,10.7,12.9,1.68,3.0,4.717923
2187,2021-12-31 03:00:00,13.2,11.9,10.7,12.9,1.09,2.02,4.2573776
2188,2021-12-31 04:00:00,13.2,11.7,10.3,12.5,1.88,3.13,4.2573853
2189,2021-12-31 05:00:00,13.4,11.7,10.1,12.3,3.25,5.08,4.140608
2190,2021-12-31 06:00:00,13.3,11.7,10.2,12.4,2.86,4.47,3.7035842
2191,2021-12-31 07:00:00,13.3,11.6,10.0,12.3,1.76,3.11,3.8245938
2192,2021-12-31 08:00:00,13.2,11.5,9.8,12.2,1.64,3.0,3.9805005
2193,2021-12-31 09:00:00,12.9,11.2,9.7,12.0,1.63,3.03,4.434531
2194,2021-12-31 10:00:00,13.0,11.3,9.7,12.0,1.43,2.66,5.3790417
2195,2021-12-31 11:00:00,13.4,11.4,9.4,11.8,1.08,2.17,6.1647124
2196,2021-12-31 12:00:00,13.7,11.7,9.9,12.2,1.49,2.58,9.7727165
2197,2021-12-31 13:00:00,14.2,12.0,10.0,12.3,1.73,2.93,9.024293
2198,2021-12-31 14:00:00,13.9,11.6,9.5,11.9,2.34,3.62,8.9041
2199,2021-12-31 15:00:00,13.7,11.8,10.1,12.3,3.15,4.83,9.868567
2200,2021-12-31 16:00:00,13.3,11.7,10.2,12.5,4.25,5.6,10.312036
2201,2021-12-31 17:00:00,13.1,11.7,10.4,12.6,9.42,11.4,3.7934034
2202,2021-12-31 18:00:00,13.2,11.5,10.0,12.3,8.0,9.74,5.729514
2203,2021-12-31 19:00:00,13.5,11.5,9.7,12.0,8.8,10.6,10.02442
2204,2021-12-31 20:00:00,13.3,11.5,9.8,12.1,9.67,10.98,8.903862
2205,2021-12-31 21:00:00,13.2,11.5,9.9,12.2,9.69,10.99,8.281276
2206,2021-12-31 22:00:00,14.4,12.8,11.4,13.5,1.65,1.96,8.068845
2207,2021-12-31 23:00:00,14.0,12.2,10.6,12.8,4.77,5.46,8.905762
2208,2022-01-01 00:00:00,13.1,11.4,9.8,12.1,10.07,11.97,9.705686
2209,2022-01-01 01:00:00,13.9,11.2,8.5,11.1,7.22,9.21,8.670904
2210,2022-01-01 02:00:00,14.0,11.0,8.1,10.8,6.63,8.99,8.686888
2211,2022-01-01 03:00:00,14.6,11.4,8.4,11.0,7.74,10.4,8.907442
2212,2022-01-01 04:00:00,14.9,12.1,9.5,11.9,8.39,11.52,8.416269
2213,2022-01-01 05:00:00,14.3,12.5,10.8,13.0,7.78,10.78,8.227911
2214,2022-01-01 06:00:00,14.6,12.3,10.3,12.5,7.76,10.85,6.3512406
2215,2022-01-01 07:00:00,14.5,12.3,10.2,12.5,5.7,8.47,5.504717
2216,2022-01-01 08:00:00,13.2,10.8,8.3,10.9,5.0,7.95,5.012918
2217,2022-01-01 09:00:00,12.5,10.0,7.4,10.3,4.64,7.32,5.556457
2218,2022-01-01 10:00:00,12.4,10.2,7.9,10.6,4.52,6.97,6.367322
2219,2022-01-01 11:00:00,12.9,10.6,8.4,11.0,3.55,5.59,8.324346
2220,2022-01-01 12:00:00,13.1,10.5,8.0,10.7,3.01,4.84,11.318277
2221,2022-01-01 13:00:00,13.2,10.6,8.0,10.7,2.71,4.5,10.51413
2222,2022-01-01 14:00:00,13.1,10.4,7.7,10.5,3.38,5.43,9.929978
2223,2022-01-01 15:00:00,12.7,10.3,7.9,10.6,3.96,6.18,10.852688
2224,2022-01-01 16:00:00,12.4,10.3,8.2,10.9,5.42,7.74,9.883734
2225,2022-01-01 17:00:00,12.3,10.2,8.1,10.8,7.84,10.4,7.4885178
2226,2022-01-01 18:00:00,12.1,10.1,8.1,10.8,7.15,9.4,6.132576
2227,2022-01-01 19:00:00,11.0,9.5,7.8,10.6,6.28,8.11,6.6373553
2228,2022-01-01 20:00:00,10.5,8.9,7.1,10.1,6.9,8.74,6.742184
2229,2022-01-01 21:00:00,10.2,8.7,6.9,10.0,6.52,8.45,6.8802285
2230,2022-01-01 22:00:00,9.6,8.4,7.0,10.0,3.98,5.44,7.33766
2231,2022-01-01 23:00:00,10.1,8.8,7.4,10.3,3.0,4.32,7.3698654
2232,2022-02-01 00:00:00,9.8,8.6,7.2,10.2,,6.575390235210263,7.435984
2233,2022-02-01 01:00:00,9.6,8.3,6.9,9.9,,6.575390235210263,7.339938
2234,2022-02-01 02:00:00,9.5,8.4,7.0,10.0,,6.575390235210263,7.316772
2235,2022-02-01 03:00:00,9.1,8.0,6.6,9.7,,6.575390235210263,7.304003
2236,2022-02-01 04:00:00,9.3,8.0,6.4,9.6,,6.575390235210263,7.274259
2237,2022-02-01 05:00:00,9.3,7.9,6.1,9.4,,6.575390235210263,7.244773
2238,2022-02-01 06:00:00,9.3,7.8,5.9,9.3,,6.575390235210263,6.8376837
2239,2022-02-01 07:00:00,9.5,7.8,5.8,9.2,,6.575390235210263,7.117853
2240,2022-02-01 08:00:00,9.6,7.9,5.9,9.3,,6.575390235210263,7.0063853
2241,2022-02-01 09:00:00,9.7,8.1,6.2,9.5,,6.575390235210263,6.9487557
2242,2022-02-01 10:00:00,10.5,8.6,6.3,9.6,,6.575390235210263,7.3282375
2243,2022-02-01 11:00:00,10.2,7.9,5.1,8.8,,6.575390235210263,7.155905
2244,2022-02-01 12:00:00,10.3,8.0,5.3,8.9,,6.575390235210263,7.361692
2245,2022-02-01 13:00:00,10.7,8.2,5.3,8.9,,6.575390235210263,7.371696
2246,2022-02-01 14:00:00,10.7,8.4,5.7,9.2,,6.575390235210263,7.1520557
2247,2022-02-01 15:00:00,9.9,8.2,6.4,9.6,,6.575390235210263,7.277334
2248,2022-02-01 16:00:00,9.6,7.7,5.4,8.9,,6.575390235210263,7.344663
2249,2022-02-01 17:00:00,9.4,7.6,5.3,8.9,,6.575390235210263,6.893021
2250,2022-02-01 18:00:00,9.6,7.6,5.3,8.9,,6.575390235210263,7.3373327
2251,2022-02-01 19:00:00,9.3,7.3,4.8,8.6,,6.575390235210263,7.237532
2252,2022-02-01 20:00:00,9.1,7.2,4.8,8.6,,6.575390235210263,7.1592846
2253,2022-02-01 21:00:00,9.3,7.5,5.5,9.0,,6.575390235210263,7.039637
2254,2022-02-01 22:00:00,8.7,6.8,4.3,8.3,,6.575390235210263,7.1741652
2255,2022-02-01 23:00:00,8.4,6.7,4.5,8.5,,6.575390235210263,7.1893
2256,2022-03-01 00:00:00,8.6,6.8,4.5,8.4,,6.575390235210263,7.272318
2257,2022-03-01 01:00:00,8.4,6.6,4.3,8.3,,6.575390235210263,7.1970315
2258,2022-03-01 02:00:00,8.2,6.3,3.8,8.0,,6.575390235210263,7.104884
2259,2022-03-01 03:00:00,8.1,6.2,3.8,8.0,,6.575390235210263,7.117296
2260,2022-03-01 04:00:00,7.9,6.1,3.7,8.0,,6.575390235210263,7.1670794
2261,2022-03-01 05:00:00,7.9,6.1,3.8,8.0,,6.575390235210263,7.0938635
2262,2022-03-01 06:00:00,7.8,6.0,3.7,7.9,,6.575390235210263,6.896491
2263,2022-03-01 07:00:00,8.1,6.2,3.8,8.0,,6.575390235210263,6.8950753
2264,2022-03-01 08:00:00,8.1,6.4,4.2,8.3,,6.575390235210263,6.873932
2265,2022-03-01 09:00:00,7.8,6.2,4.0,8.1,,6.575390235210263,6.9196754
2266,2022-03-01 10:00:00,8.2,6.5,4.2,8.2,,6.575390235210263,7.006675
2267,2022-03-01 11:00:00,8.8,6.8,4.4,8.4,,6.575390235210263,7.0321417
2268,2022-03-01 12:00:00,9.2,7.3,5.1,8.8,,6.575390235210263,7.075828
2269,2022-03-01 13:00:00,9.6,7.8,5.7,9.1,,6.575390235210263,7.0048532
2270,2022-03-01 14:00:00,9.2,7.5,5.3,8.9,,6.575390235210263,7.2719545
2271,2022-03-01 15:00:00,9.7,7.6,5.1,8.8,,6.575390235210263,9.542466
2272,2022-03-01 16:00:00,9.3,7.3,4.8,8.6,,6.575390235210263,9.509798
2273,2022-03-01 17:00:00,9.3,7.2,4.5,8.4,,6.575390235210263,9.367666
2274,2022-03-01 18:00:00,8.7,6.7,4.2,8.3,,6.575390235210263,7.278785
2275,2022-03-01 19:00:00,8.9,6.9,4.5,8.4,,6.575390235210263,5.4754634
2276,2022-03-01 20:00:00,4.3,3.8,3.2,7.7,,6.575390235210263,6.3233724
2277,2022-03-01 21:00:00,3.0,2.6,2.1,7.1,,6.575390235210263,5.118739
2278,2022-03-01 22:00:00,2.9,2.5,1.8,6.9,,6.575390235210263,6.6517286
2279,2022-03-01 23:00:00,3.1,2.0,0.2,6.2,,6.575390235210263,5.9685307
2280,2022-04-01 00:00:00,3.6,2.2,-0.3,6.0,3.99,4.75,5.9236064
2281,2022-04-01 01:00:00,2.8,1.8,0.1,6.2,4.71,5.47,9.334926
2282,2022-04-01 02:00:00,2.4,1.4,-0.3,6.0,3.18,3.9,6.1122384
2283,2022-04-01 03:00:00,2.0,1.3,-0.1,6.1,4.48,5.41,6.6140904
2284,2022-04-01 04:00:00,1.5,0.8,-0.3,6.0,3.66,4.47,3.5849068
2285,2022-04-01 05:00:00,0.9,0.4,-0.6,5.9,3.24,4.03,3.1574097
2286,2022-04-01 06:00:00,0.9,0.4,-0.5,5.9,7.1,8.22,2.8663337
2287,2022-04-01 07:00:00,1.1,0.5,-0.5,5.9,4.37,5.13,2.859079
2288,2022-04-01 08:00:00,0.6,0.2,-0.6,5.8,4.37,5.0,2.8746634
2289,2022-04-01 09:00:00,0.4,0.0,-0.8,5.7,0.8,1.13,3.4416735
2290,2022-04-01 10:00:00,0.9,0.2,-1.0,5.7,0.48,0.76,3.0503008
2291,2022-04-01 11:00:00,1.7,0.8,-1.0,5.7,0.6,0.83,3.8144815
2292,2022-04-01 12:00:00,2.7,1.4,-0.9,5.7,0.99,1.32,5.9329505
2293,2022-04-01 13:00:00,3.6,2.0,-0.7,5.8,1.29,1.62,8.456348
2294,2022-04-01 14:00:00,3.9,2.3,-0.3,6.0,2.2,2.61,10.555417
2295,2022-04-01 15:00:00,3.7,2.2,-0.2,6.0,1.41,1.72,5.1616354
2296,2022-04-01 16:00:00,2.8,1.5,-0.6,5.8,2.4,2.85,7.3070292
2297,2022-04-01 17:00:00,2.3,1.2,-0.6,5.8,4.7,5.3,4.0091095
2298,2022-04-01 18:00:00,1.7,0.9,-0.6,5.9,7.51,8.29,6.1555395
2299,2022-04-01 19:00:00,1.3,0.6,-0.9,5.7,11.31,13.03,12.420073
2300,2022-04-01 20:00:00,0.8,0.2,-0.9,5.7,3.37,3.83,14.133303
2301,2022-04-01 21:00:00,0.6,0.2,-0.7,5.8,4.86,5.61,18.432474
2302,2022-04-01 22:00:00,0.5,0.1,-0.8,5.8,1.6,1.93,19.006575
2303,2022-04-01 23:00:00,0.2,-0.2,-1.0,5.7,3.71,4.2,20.654964
2304,2022-05-01 00:00:00,0.5,0.1,-0.7,5.8,15.84,17.31,21.381905
2305,2022-05-01 01:00:00,0.6,0.0,-1.1,5.6,17.14,18.82,21.357582
2306,2022-05-01 02:00:00,0.1,-0.5,-1.5,5.5,17.08,18.77,19.167284
2307,2022-05-01 03:00:00,-0.4,-0.8,-1.7,5.4,16.42,18.11,17.640913
2308,2022-05-01 04:00:00,-0.4,-0.8,-1.7,5.4,17.13,19.03,15.921461
2309,2022-05-01 05:00:00,-0.1,-0.6,-1.5,5.5,18.99,21.03,7.698471
2310,2022-05-01 06:00:00,0.2,-0.4,-1.5,5.5,18.92,20.9,3.022235
2311,2022-05-01 07:00:00,-0.1,-0.6,-1.7,5.4,15.55,17.2,2.55869
2312,2022-05-01 08:00:00,0.4,-0.2,-1.5,5.5,13.95,15.52,2.555023
2313,2022-05-01 09:00:00,0.6,-0.1,-1.2,5.6,12.13,13.42,2.497879
2314,2022-05-01 10:00:00,0.5,-0.1,-1.2,5.6,4.87,5.44,3.3279228
2315,2022-05-01 11:00:00,2.4,1.5,-0.3,6.0,0.11,0.24,4.146748
2316,2022-05-01 12:00:00,3.6,2.4,0.5,6.4,0.33,0.46,4.2161274
2317,2022-05-01 13:00:00,4.1,2.8,0.7,6.4,0.56,0.71,7.250388
2318,2022-05-01 14:00:00,4.6,2.9,0.2,6.2,0.67,0.87,7.886793
2319,2022-05-01 15:00:00,3.6,2.4,0.2,6.2,1.89,2.12,11.516689
2320,2022-05-01 16:00:00,2.4,1.5,-0.1,6.0,2.76,3.07,15.1749
2321,2022-05-01 17:00:00,0.7,0.1,-1.0,5.7,2.38,2.65,22.64974
2322,2022-05-01 18:00:00,1.2,0.5,-0.7,5.8,6.03,6.43,20.956593
2323,2022-05-01 19:00:00,1.1,0.5,-0.6,5.9,6.92,7.43,5.7298393
